 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:  30. 5.    Time:  12: 0:53
 Units: L = cm   , T = days , M = mmol 



                               Node( 21)                      Node( 51)                      Node(151)                      Node(451)

         time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
       1237.9900     -610.49  0.0538  0.719E-01       -480.73  0.0614  0.998E-01       -329.20  0.3622  0.162E-02       -167.05  0.0562 -0.229E-01
       1238.9900     -649.17  0.0511  0.609E-01       -497.87  0.0596  0.970E-01       -334.31  0.3600  0.119E-01       -167.29  0.0561 -0.224E-01
       1239.9900     -480.44  0.0685 -0.333E+00       -495.88  0.0598  0.723E-01       -338.68  0.3581  0.172E-01       -167.52  0.0560 -0.219E-01
       1240.9900     -485.42  0.0677 -0.296E-01       -475.54  0.0620 -0.367E-02       -342.77  0.3564  0.208E-01       -167.74  0.0559 -0.214E-01
       1241.9900     -539.05  0.0608  0.351E-01       -485.40  0.0608  0.355E-01       -346.49  0.3545  0.231E-01       -167.96  0.0558 -0.210E-01
       1242.9900     -602.33  0.0546  0.489E-01       -506.08  0.0588  0.584E-01       -349.96  0.3528  0.255E-01       -168.17  0.0556 -0.205E-01
       1243.9900     -672.46  0.0495  0.434E-01       -529.50  0.0567  0.697E-01       -353.56  0.3510  0.292E-01       -168.38  0.0555 -0.201E-01
       1244.9900     -753.57  0.0451  0.340E-01       -555.42  0.0545  0.742E-01       -357.46  0.3491  0.339E-01       -168.58  0.0554 -0.197E-01
       1245.9900     -358.77  0.0961 -0.145E+01       -535.82  0.0561 -0.582E-01       -361.15  0.3472  0.372E-01       -168.77  0.0553 -0.193E-01
       1246.9900     -416.10  0.0807 -0.108E+00       -433.11  0.0672 -0.196E+00       -364.72  0.3454  0.390E-01       -168.95  0.0553 -0.189E-01
       1247.9900     -464.89  0.0712 -0.458E-03       -448.90  0.0653 -0.555E-01       -366.40  0.3446  0.299E-01       -169.12  0.0552 -0.186E-01
       1248.9900     -523.32  0.0628  0.449E-01       -474.47  0.0621  0.989E-02       -366.54  0.3445  0.216E-01       -169.28  0.0551 -0.183E-01
       1249.9900     -584.61  0.0562  0.514E-01       -501.24  0.0593  0.421E-01       -367.09  0.3443  0.202E-01       -169.43  0.0550 -0.180E-01
       1250.9900     -495.18  0.0664 -0.214E+00       -505.34  0.0589  0.325E-01       -367.86  0.3439  0.207E-01       -169.56  0.0549 -0.178E-01
       1251.9900     -521.37  0.0630 -0.923E-02       -504.29  0.0590  0.279E-02       -369.43  0.3431  0.234E-01       -169.67  0.0549 -0.176E-01
       1252.9900     -543.03  0.0603 -0.460E-02       -507.99  0.0587  0.177E-01       -371.20  0.3422  0.254E-01       -169.78  0.0548 -0.174E-01
       1253.9900     -483.41  0.0680 -0.194E+00       -510.20  0.0585  0.546E-02       -372.87  0.3414  0.261E-01       -169.87  0.0548 -0.173E-01
       1254.9900     -512.35  0.0642 -0.174E-01       -502.85  0.0591 -0.121E-01       -374.63  0.3405  0.272E-01       -169.94  0.0547 -0.172E-01
       1255.9900     -581.01  0.0566  0.305E-01       -521.93  0.0574  0.224E-01       -376.60  0.3395  0.285E-01       -170.00  0.0547 -0.171E-01
       1256.9900     -585.98  0.0561 -0.424E-02       -527.85  0.0568  0.323E-01       -378.20  0.3387  0.287E-01       -170.06  0.0547 -0.170E-01
       1257.9900     -619.39  0.0531  0.201E-01       -546.37  0.0551  0.396E-01       -379.99  0.3378  0.297E-01       -170.10  0.0547 -0.170E-01
       1258.9900     -467.62  0.0707 -0.416E+00       -548.67  0.0550  0.234E-01       -381.79  0.3369  0.311E-01       -170.13  0.0547 -0.169E-01
       1259.9900     -486.90  0.0674 -0.670E-01       -511.78  0.0583 -0.492E-01       -383.69  0.3360  0.323E-01       -170.16  0.0546 -0.169E-01
       1260.9900     -536.49  0.0611  0.476E-02       -515.27  0.0580 -0.880E-02       -385.52  0.3350  0.325E-01       -170.19  0.0546 -0.169E-01
       1261.9900     -597.40  0.0550  0.288E-01       -534.43  0.0562  0.207E-01       -387.13  0.3342  0.319E-01       -170.21  0.0546 -0.168E-01
       1262.9900     -619.69  0.0531  0.121E-01       -545.36  0.0552  0.321E-01       -388.43  0.3334  0.313E-01       -170.23  0.0546 -0.168E-01
       1263.9900     -633.98  0.0521  0.154E-01       -556.78  0.0544  0.347E-01       -389.72  0.3327  0.312E-01       -170.26  0.0546 -0.167E-01
       1264.9900     -710.00  0.0473  0.241E-01       -582.39  0.0526  0.423E-01       -391.42  0.3318  0.327E-01       -170.28  0.0546 -0.167E-01
       1265.9900     -833.76  0.0419  0.185E-01       -618.74  0.0501  0.491E-01       -393.70  0.3305  0.359E-01       -170.31  0.0546 -0.166E-01
       1266.9900    -1005.39  0.0371  0.122E-01       -655.38  0.0482  0.491E-01       -396.38  0.3291  0.394E-01       -170.35  0.0545 -0.165E-01
       1267.9900    -1203.89  0.0338  0.750E-02       -682.44  0.0468  0.482E-01       -399.18  0.3275  0.424E-01       -170.38  0.0545 -0.164E-01
       1268.9900    -1450.64  0.0314  0.452E-02       -703.17  0.0459  0.467E-01       -401.95  0.3260  0.446E-01       -170.42  0.0545 -0.163E-01
       1269.9900     -478.30  0.0689 -0.776E+00       -697.20  0.0461  0.453E-01       -404.37  0.3247  0.455E-01       -170.46  0.0545 -0.162E-01
       1270.9900     -495.43  0.0663 -0.124E+00       -613.49  0.0504 -0.465E-01       -406.63  0.3234  0.458E-01       -170.50  0.0545 -0.161E-01
       1271.9900     -446.45  0.0744 -0.348E+00       -554.51  0.0545 -0.769E-01       -408.68  0.3223  0.458E-01       -170.54  0.0544 -0.160E-01
       1272.9900     -487.02  0.0674 -0.616E-01       -522.94  0.0573 -0.816E-01       -410.61  0.3212  0.450E-01       -170.58  0.0544 -0.160E-01
       1273.9900     -541.54  0.0604 -0.815E-02       -536.71  0.0560 -0.257E-01       -412.16  0.3204  0.430E-01       -170.61  0.0544 -0.159E-01
       1274.9900     -607.41  0.0541  0.187E-01       -562.14  0.0540  0.691E-02       -413.22  0.3198  0.403E-01       -170.64  0.0544 -0.158E-01
       1275.9900     -279.47  0.1303 -0.305E+01       -367.50  0.0787 -0.156E+01       -413.87  0.3194  0.378E-01       -170.67  0.0544 -0.158E-01
       1276.9900     -291.69  0.1238 -0.130E+01       -310.97  0.0927 -0.122E+01       -413.20  0.3198  0.255E-01       -170.70  0.0544 -0.157E-01
       1277.9900     -331.45  0.1058 -0.309E+00       -328.30  0.0879 -0.522E+00       -390.03  0.3326 -0.114E+00       -170.72  0.0544 -0.157E-01
       1278.9900     -364.73  0.0943 -0.923E-01       -351.21  0.0821 -0.225E+00       -357.05  0.3493 -0.188E+00       -170.75  0.0543 -0.156E-01
       1279.9900     -386.65  0.0875 -0.498E-01       -369.16  0.0783 -0.123E+00       -340.39  0.3574 -0.173E+00       -170.78  0.0543 -0.156E-01
       1280.9900     -409.47  0.0822 -0.335E-02       -384.33  0.0751 -0.480E-01       -333.48  0.3604 -0.141E+00       -170.81  0.0543 -0.155E-01
       1281.9900     -432.14  0.0769  0.352E-01       -398.96  0.0727 -0.637E-02       -331.22  0.3613 -0.113E+00       -170.84  0.0543 -0.154E-01
       1282.9900     -467.49  0.0708  0.689E-01       -417.99  0.0696  0.388E-01       -331.92  0.3610 -0.869E-01       -170.88  0.0543 -0.154E-01
       1283.9900     -484.78  0.0678  0.473E-01       -432.30  0.0673  0.522E-01       -334.05  0.3601 -0.646E-01       -170.92  0.0543 -0.153E-01
       1284.9900     -489.70  0.0671  0.219E-01       -442.22  0.0661  0.464E-01       -337.01  0.3588 -0.471E-01       -170.97  0.0543 -0.153E-01
       1285.9900     -526.51  0.0624  0.582E-01       -458.71  0.0641  0.593E-01       -340.68  0.3573 -0.323E-01       -171.02  0.0542 -0.152E-01
       1286.9900     -345.28  0.1003 -0.122E+01       -425.04  0.0685 -0.292E+00       -344.37  0.3556 -0.208E-01       -171.07  0.0542 -0.151E-01
       1287.9900     -375.88  0.0908 -0.201E+00       -381.22  0.0758 -0.270E+00       -346.93  0.3543 -0.208E-01       -171.13  0.0542 -0.150E-01
       1288.9900     -372.98  0.0917 -0.322E+00       -382.19  0.0756 -0.230E+00       -344.75  0.3554 -0.424E-01       -171.19  0.0542 -0.150E-01
       1289.9900     -290.20  0.1246 -0.178E+01       -322.20  0.0896 -0.117E+01       -340.17  0.3575 -0.608E-01       -171.25  0.0542 -0.149E-01
       1290.9900     -341.88  0.1015 -0.141E+00       -332.04  0.0869 -0.387E+00       -325.93  0.3636 -0.137E+00       -171.32  0.0541 -0.148E-01
       1291.9900     -364.97  0.0942 -0.132E+00       -350.89  0.0822 -0.175E+00       -310.61  0.3701 -0.159E+00       -171.39  0.0541 -0.147E-01
       1292.9900     -393.66  0.0859  0.213E-01       -366.32  0.0789 -0.559E-01       -304.55  0.3727 -0.137E+00       -171.47  0.0541 -0.146E-01
       1293.9900     -371.57  0.0921 -0.309E+00       -368.80  0.0784 -0.133E+00       -303.18  0.3732 -0.112E+00       -171.54  0.0541 -0.145E-01
       1294.9900     -400.24  0.0844  0.686E-02       -374.40  0.0772 -0.532E-01       -303.38  0.3731 -0.976E-01       -171.63  0.0540 -0.144E-01
       1295.9900     -436.15  0.0762  0.778E-01       -393.06  0.0736  0.376E-01       -304.70  0.3726 -0.816E-01       -171.71  0.0540 -0.143E-01
       1296.9900     -461.26  0.0718  0.763E-01       -408.14  0.0712  0.639E-01       -307.63  0.3714 -0.631E-01       -171.80  0.0540 -0.142E-01
       1297.9900     -312.06  0.1137 -0.150E+01       -356.33  0.0810 -0.682E+00       -310.81  0.3701 -0.494E-01       -171.89  0.0539 -0.141E-01
       1298.9900     -358.66  0.0961 -0.108E+00       -347.47  0.0829 -0.266E+00       -309.37  0.3707 -0.777E-01       -171.99  0.0539 -0.140E-01
       1299.9900     -356.65  0.0968 -0.284E+00       -352.03  0.0820 -0.234E+00       -302.34  0.3735 -0.102E+00       -172.09  0.0539 -0.140E-01
       1300.9900     -389.65  0.0868  0.164E-01       -364.64  0.0793 -0.764E-01       -298.14  0.3749 -0.101E+00       -172.19  0.0538 -0.139E-01
       1301.9900     -269.98  0.1356 -0.240E+01       -295.48  0.0979 -0.164E+01       -295.58  0.3758 -0.998E-01       -172.29  0.0538 -0.138E-01
       1302.9900     -276.85  0.1317 -0.130E+01       -279.54  0.1036 -0.125E+01       -272.63  0.3839 -0.242E+00       -172.39  0.0538 -0.137E-01
       1303.9900     -268.84  0.1364 -0.145E+01       -268.64  0.1078 -0.130E+01       -243.06  0.3922 -0.306E+00       -172.50  0.0537 -0.136E-01
       1304.9900     -284.67  0.1275 -0.642E+00       -271.53  0.1065 -0.660E+00       -221.59  0.3969 -0.306E+00       -172.60  0.0537 -0.135E-01
       1305.9900     -310.70  0.1143 -0.473E-03       -282.77  0.1024 -0.110E+00       -213.32  0.3986 -0.261E+00       -172.71  0.0537 -0.134E-01
       1306.9900     -330.65  0.1061  0.124E+00       -295.33  0.0979  0.886E-01       -214.06  0.3985 -0.211E+00       -172.82  0.0536 -0.133E-01
       1307.9900     -342.10  0.1014  0.123E+00       -304.97  0.0944  0.115E+00       -218.24  0.3977 -0.171E+00       -172.93  0.0536 -0.132E-01
       1308.9900     -354.77  0.0973  0.137E+00       -314.82  0.0917  0.133E+00       -223.55  0.3965 -0.142E+00       -173.04  0.0535 -0.131E-01
       1309.9900     -304.73  0.1168 -0.766E+00       -300.25  0.0961 -0.437E+00       -227.88  0.3956 -0.128E+00       -173.15  0.0535 -0.130E-01
       1310.9900     -320.57  0.1102 -0.160E+00       -299.44  0.0964 -0.212E+00       -225.49  0.3961 -0.145E+00       -173.25  0.0535 -0.129E-01
       1311.9900     -341.53  0.1016  0.617E-01       -309.65  0.0931  0.748E-02       -224.92  0.3962 -0.134E+00       -173.36  0.0534 -0.128E-01
       1312.9900     -357.18  0.0966  0.100E+00       -319.81  0.0903  0.869E-01       -227.92  0.3956 -0.113E+00       -173.46  0.0534 -0.127E-01
       1313.9900     -368.42  0.0931  0.107E+00       -328.52  0.0879  0.107E+00       -232.61  0.3945 -0.947E-01       -173.56  0.0534 -0.127E-01
       1314.9900     -380.61  0.0893  0.120E+00       -337.57  0.0854  0.122E+00       -238.02  0.3934 -0.786E-01       -173.66  0.0533 -0.126E-01
       1315.9900     -395.69  0.0854  0.133E+00       -347.89  0.0828  0.138E+00       -243.84  0.3920 -0.640E-01       -173.75  0.0533 -0.125E-01
       1316.9900     -411.21  0.0818  0.134E+00       -358.71  0.0805  0.145E+00       -249.79  0.3903 -0.480E-01       -173.84  0.0533 -0.125E-01
       1317.9900     -373.82  0.0914 -0.225E+00       -356.19  0.0811 -0.369E-02       -255.43  0.3888 -0.373E-01       -173.93  0.0532 -0.124E-01
       1318.9900     -251.84  0.1480 -0.310E+01       -269.29  0.1075 -0.229E+01       -256.53  0.3884 -0.700E-01       -174.00  0.0532 -0.124E-01
       1319.9900     -289.55  0.1249 -0.549E+00       -277.38  0.1044 -0.707E+00       -227.78  0.3956 -0.211E+00       -174.08  0.0532 -0.124E-01
       1320.9900     -317.19  0.1116 -0.232E-01       -290.32  0.0997 -0.127E+00       -215.26  0.3983 -0.183E+00       -174.14  0.0532 -0.123E-01
       1321.9900     -331.53  0.1057  0.581E-01       -299.36  0.0965  0.254E-01       -214.05  0.3985 -0.146E+00       -174.19  0.0531 -0.123E-01
       1322.9900     -344.53  0.1005  0.110E+00       -308.18  0.0935  0.949E-01       -216.70  0.3980 -0.118E+00       -174.23  0.0531 -0.123E-01
       1323.9900     -306.97  0.1158 -0.598E+00       -296.94  0.0973 -0.354E+00       -219.07  0.3975 -0.107E+00       -174.25  0.0531 -0.124E-01
       1324.9900     -327.27  0.1075 -0.241E-01       -300.29  0.0961 -0.907E-01       -217.44  0.3978 -0.116E+00       -174.25  0.0531 -0.124E-01
       1325.9900     -341.48  0.1016  0.663E-01       -308.45  0.0934  0.374E-01       -218.19  0.3977 -0.103E+00       -174.23  0.0531 -0.125E-01
       1326.9900     -293.59  0.1228 -0.972E+00       -289.78  0.0999 -0.616E+00       -219.14  0.3975 -0.102E+00       -174.18  0.0532 -0.127E-01
       1327.9900     -320.83  0.1101 -0.385E-01       -294.80  0.0981 -0.135E+00       -214.27  0.3985 -0.122E+00       -174.09  0.0532 -0.129E-01
       1328.9900     -325.75  0.1081 -0.631E-01       -298.88  0.0966 -0.654E-01       -213.09  0.3987 -0.110E+00       -173.94  0.0532 -0.131E-01
       1329.9900     -309.56  0.1147 -0.393E+00       -293.25  0.0987 -0.271E+00       -212.84  0.3987 -0.106E+00       -173.71  0.0533 -0.135E-01
       1330.9900     -316.65  0.1118 -0.161E+00       -293.67  0.0985 -0.161E+00       -210.93  0.3990 -0.109E+00       -173.38  0.0534 -0.141E-01
       1331.9900     -331.86  0.1056  0.459E-01       -300.46  0.0961  0.106E-01       -210.93  0.3990 -0.100E+00       -172.89  0.0536 -0.149E-01
       1332.9900     -341.87  0.1015  0.815E-01       -307.29  0.0938  0.713E-01       -213.43  0.3986 -0.862E-01       -172.18  0.0538 -0.161E-01
       1333.9900     -350.55  0.0987  0.958E-01       -313.86  0.0919  0.948E-01       -217.06  0.3979 -0.740E-01       -171.14  0.0542 -0.179E-01
       1334.9900     -308.08  0.1154 -0.640E+00       -300.11  0.0962 -0.374E+00       -219.58  0.3974 -0.722E-01       -169.88  0.0548 -0.212E-01
       1335.9900     -329.05  0.1067 -0.309E-01       -302.62  0.0953 -0.988E-01       -217.61  0.3978 -0.878E-01       -168.68  0.0554 -0.247E-01
       1336.9900     -343.58  0.1008  0.638E-01       -310.60  0.0929  0.347E-01       -217.96  0.3977 -0.792E-01       -167.59  0.0559 -0.278E-01
       1337.9900     -355.99  0.0970  0.993E-01       -318.60  0.0906  0.934E-01       -220.88  0.3971 -0.661E-01       -166.58  0.0565 -0.306E-01
       1338.9900     -365.21  0.0941  0.104E+00       -325.79  0.0886  0.111E+00       -225.00  0.3962 -0.540E-01       -165.62  0.0569 -0.332E-01
       1339.9900     -293.10  0.1230 -0.119E+01       -296.91  0.0973 -0.724E+00       -227.38  0.3957 -0.589E-01       -164.71  0.0574 -0.356E-01
       1340.9900     -308.67  0.1151 -0.317E+00       -292.64  0.0989 -0.374E+00       -220.10  0.3973 -0.102E+00       -163.85  0.0579 -0.379E-01
       1341.9900     -325.84  0.1081 -0.350E-01       -299.17  0.0965 -0.974E-01       -215.11  0.3983 -0.103E+00       -163.02  0.0583 -0.400E-01
       1342.9900     -326.91  0.1076 -0.821E-01       -300.94  0.0959 -0.789E-01       -213.85  0.3985 -0.915E-01       -162.22  0.0587 -0.420E-01
       1343.9900     -326.43  0.1078 -0.106E+00       -301.29  0.0958 -0.876E-01       -213.79  0.3985 -0.862E-01       -161.46  0.0591 -0.438E-01
       1344.9900     -320.66  0.1102 -0.194E+00       -298.79  0.0967 -0.152E+00       -213.39  0.3986 -0.857E-01       -160.73  0.0594 -0.456E-01
       1345.9900     -250.79  0.1487 -0.246E+01       -253.91  0.1147 -0.196E+01       -206.60  0.3997 -0.133E+00       -160.03  0.0598 -0.472E-01
       1346.9900     -286.02  0.1268 -0.195E+00       -262.58  0.1106 -0.346E+00       -186.84  0.4028 -0.173E+00       -159.36  0.0601 -0.486E-01
       1347.9900     -299.03  0.1199  0.197E-01       -269.13  0.1076 -0.243E-01       -183.09  0.4033 -0.143E+00       -158.73  0.0605 -0.500E-01
       1348.9900     -299.68  0.1195 -0.392E-01       -270.88  0.1068 -0.436E-01       -183.29  0.4032 -0.125E+00       -158.12  0.0608 -0.513E-01
       1349.9900     -304.07  0.1172  0.147E-01       -273.82  0.1056  0.971E-03       -184.31  0.4031 -0.113E+00       -157.55  0.0611 -0.525E-01
       1350.9900     -309.21  0.1149  0.499E-01       -277.62  0.1043  0.399E-01       -186.22  0.4029 -0.102E+00       -157.01  0.0613 -0.536E-01
       1351.9900     -296.29  0.1213 -0.296E+00       -273.63  0.1057 -0.209E+00       -187.30  0.4027 -0.100E+00       -156.50  0.0616 -0.546E-01
       1352.9900     -303.63  0.1174 -0.392E-01       -275.39  0.1051 -0.677E-01       -186.73  0.4028 -0.101E+00       -156.00  0.0618 -0.557E-01
       1353.9900     -310.43  0.1144  0.395E-01       -279.34  0.1037  0.206E-01       -187.81  0.4027 -0.945E-01       -155.52  0.0621 -0.568E-01
       1354.9900     -314.31  0.1128  0.436E-01       -282.69  0.1025  0.382E-01       -189.93  0.4024 -0.872E-01       -155.02  0.0623 -0.580E-01
       1355.9900     -318.52  0.1111  0.552E-01       -286.26  0.1012  0.520E-01       -192.47  0.4021 -0.813E-01       -154.50  0.0626 -0.595E-01
       1356.9900     -301.56  0.1185 -0.335E+00       -280.67  0.1032 -0.222E+00       -193.82  0.4018 -0.825E-01       -153.92  0.0629 -0.614E-01
       1357.9900     -312.72  0.1135  0.162E-02       -283.45  0.1022 -0.399E-01       -193.31  0.4019 -0.868E-01       -153.25  0.0633 -0.638E-01
       1358.9900     -318.81  0.1109  0.374E-01       -287.45  0.1007  0.254E-01       -194.56  0.4017 -0.807E-01       -152.41  0.0637 -0.671E-01
       1359.9900     -322.92  0.1093  0.464E-01       -290.88  0.0995  0.425E-01       -196.78  0.4014 -0.746E-01       -151.51  0.0642 -0.723E-01
       1360.9900     -305.09  0.1166 -0.338E+00       -285.05  0.1016 -0.218E+00       -198.07  0.4011 -0.763E-01       -150.96  0.0647 -0.766E-01
       1361.9900     -310.37  0.1144 -0.967E-01       -284.54  0.1018 -0.123E+00       -196.81  0.4014 -0.848E-01       -150.64  0.0649 -0.792E-01
       1362.9900     -317.24  0.1116  0.429E-02       -287.62  0.1007 -0.234E-01       -196.67  0.4014 -0.826E-01       -150.43  0.0650 -0.809E-01
       1363.9900     -321.11  0.1100  0.193E-01       -290.47  0.0997  0.810E-02       -197.89  0.4012 -0.774E-01       -150.30  0.0651 -0.820E-01
       1364.9900     -324.88  0.1085  0.341E-01       -293.43  0.0986  0.269E-01       -199.74  0.4009 -0.727E-01       -150.20  0.0652 -0.828E-01
       1365.9900     -329.56  0.1065  0.528E-01       -297.03  0.0973  0.476E-01       -202.12  0.4005 -0.678E-01       -150.14  0.0653 -0.833E-01
       1366.9900     -334.43  0.1045  0.628E-01       -301.04  0.0959  0.623E-01       -204.96  0.4000 -0.627E-01       -150.10  0.0653 -0.835E-01
       1367.9900     -338.50  0.1029  0.603E-01       -304.87  0.0945  0.651E-01       -208.06  0.3995 -0.581E-01       -150.08  0.0653 -0.837E-01
       1368.9900     -341.49  0.1016  0.552E-01       -308.03  0.0936  0.581E-01       -211.07  0.3990 -0.544E-01       -150.07  0.0653 -0.837E-01
       1369.9900     -344.81  0.1004  0.538E-01       -311.25  0.0927  0.557E-01       -214.01  0.3985 -0.515E-01       -150.07  0.0653 -0.836E-01
       1370.9900     -330.55  0.1061 -0.175E+00       -307.69  0.0937 -0.910E-01       -216.17  0.3981 -0.523E-01       -150.08  0.0653 -0.834E-01
       1371.9900     -324.09  0.1088 -0.204E+00       -303.22  0.0951 -0.161E+00       -216.18  0.3981 -0.609E-01       -150.09  0.0653 -0.832E-01
       1372.9900     -327.59  0.1073 -0.918E-01       -302.79  0.0952 -0.108E+00       -215.00  0.3983 -0.678E-01       -150.12  0.0653 -0.829E-01
       1373.9900     -248.76  0.1501 -0.265E+01       -253.55  0.1148 -0.210E+01       -208.33  0.3994 -0.117E+00       -150.15  0.0653 -0.825E-01
       1374.9900     -285.81  0.1269 -0.200E+00       -262.66  0.1106 -0.365E+00       -186.86  0.4028 -0.166E+00       -150.19  0.0652 -0.820E-01
       1375.9900     -293.46  0.1228 -0.824E-01       -266.23  0.1090 -0.124E+00       -181.68  0.4034 -0.139E+00       -150.24  0.0652 -0.814E-01
       1376.9900     -286.86  0.1264 -0.306E+00       -263.74  0.1101 -0.254E+00       -179.83  0.4037 -0.127E+00       -150.30  0.0651 -0.808E-01
       1377.9900     -291.73  0.1238 -0.931E-01       -264.51  0.1098 -0.122E+00       -177.98  0.4039 -0.121E+00       -150.36  0.0651 -0.801E-01
       1378.9900     -296.34  0.1213 -0.694E-02       -266.89  0.1087 -0.329E-01       -177.87  0.4039 -0.113E+00       -150.43  0.0650 -0.793E-01
       1379.9900     -286.55  0.1265 -0.317E+00       -263.42  0.1103 -0.247E+00       -177.72  0.4039 -0.111E+00       -150.49  0.0650 -0.787E-01
       1380.9900     -292.46  0.1234 -0.576E-01       -264.45  0.1098 -0.942E-01       -176.44  0.4041 -0.111E+00       -150.54  0.0650 -0.782E-01
       1381.9900     -281.59  0.1292 -0.411E+00       -259.95  0.1119 -0.326E+00       -175.39  0.4042 -0.112E+00       -150.56  0.0649 -0.781E-01
       1382.9900     -290.53  0.1244 -0.332E-01       -261.95  0.1109 -0.793E-01       -173.65  0.4045 -0.112E+00       -150.55  0.0650 -0.785E-01
       1383.9900     -294.01  0.1225 -0.353E-03       -264.25  0.1099 -0.188E-01       -174.06  0.4044 -0.105E+00       -150.50  0.0650 -0.792E-01
       1384.9900     -296.80  0.1210  0.174E-01       -266.48  0.1088  0.424E-02       -175.34  0.4042 -0.992E-01       -150.41  0.0651 -0.803E-01
       1385.9900     -298.27  0.1203  0.780E-02       -268.17  0.1081 -0.217E-02       -176.79  0.4041 -0.947E-01       -150.30  0.0651 -0.816E-01
       1386.9900     -300.06  0.1193  0.104E-01       -269.91  0.1073 -0.655E-03       -178.25  0.4039 -0.914E-01       -150.18  0.0652 -0.831E-01
       1387.9900     -301.89  0.1183  0.121E-01       -271.67  0.1064  0.173E-02       -179.76  0.4037 -0.886E-01       -150.04  0.0653 -0.846E-01
       1388.9900     -303.54  0.1174  0.104E-01       -273.35  0.1058  0.624E-03       -181.29  0.4035 -0.862E-01       -149.91  0.0654 -0.860E-01
       1389.9900     -299.85  0.1194 -0.104E+00       -272.66  0.1061 -0.842E-01       -182.34  0.4034 -0.862E-01       -149.78  0.0655 -0.874E-01
       1390.9900     -290.01  0.1247 -0.345E+00       -268.10  0.1081 -0.271E+00       -181.87  0.4034 -0.925E-01       -149.66  0.0656 -0.886E-01
       1391.9900     -297.40  0.1207 -0.430E-01       -269.33  0.1075 -0.893E-01       -180.35  0.4036 -0.961E-01       -149.56  0.0657 -0.897E-01
       1392.9900     -300.36  0.1191 -0.119E-01       -271.07  0.1067 -0.355E-01       -180.46  0.4036 -0.927E-01       -149.47  0.0658 -0.906E-01
       1393.9900     -263.63  0.1400 -0.126E+01       -252.61  0.1153 -0.968E+00       -177.79  0.4039 -0.112E+00       -149.39  0.0658 -0.913E-01
       1394.9900     -282.84  0.1285 -0.907E-01       -255.81  0.1138 -0.180E+00       -170.23  0.4049 -0.125E+00       -149.33  0.0659 -0.918E-01
       1395.9900     -284.11  0.1278 -0.114E+00       -256.71  0.1134 -0.119E+00       -168.69  0.4050 -0.115E+00       -149.29  0.0659 -0.922E-01
       1396.9900     -257.05  0.1445 -0.116E+01       -242.22  0.1201 -0.945E+00       -164.67  0.4054 -0.129E+00       -149.26  0.0659 -0.924E-01
       1397.9900     -243.80  0.1535 -0.145E+01       -228.61  0.1281 -0.124E+01       -153.07  0.4065 -0.158E+00       -149.24  0.0659 -0.925E-01
       1398.9900     -260.58  0.1421 -0.671E-01       -231.95  0.1261 -0.134E+00       -145.50  0.4070 -0.148E+00       -149.23  0.0659 -0.926E-01
       1399.9900     -263.31  0.1402 -0.111E-01       -233.65  0.1251 -0.384E-01       -145.06  0.4071 -0.134E+00       -149.22  0.0659 -0.928E-01
       1400.9900     -264.36  0.1395 -0.211E-01       -234.79  0.1244 -0.396E-01       -145.58  0.4070 -0.126E+00       -149.20  0.0660 -0.930E-01
       1401.9900     -265.21  0.1389 -0.295E-01       -235.75  0.1239 -0.453E-01       -146.22  0.4070 -0.122E+00       -149.16  0.0660 -0.935E-01
       1402.9900     -266.77  0.1378 -0.602E-02       -237.01  0.1231 -0.264E-01       -147.03  0.4069 -0.118E+00       -149.10  0.0660 -0.943E-01
       1403.9900     -267.90  0.1371 -0.931E-02       -238.17  0.1224 -0.268E-01       -147.95  0.4069 -0.115E+00       -149.01  0.0661 -0.955E-01
       1404.9900     -269.06  0.1363 -0.835E-02       -239.32  0.1218 -0.261E-01       -148.93  0.4068 -0.112E+00       -148.88  0.0662 -0.970E-01
       1405.9900     -268.99  0.1363 -0.528E-01       -239.88  0.1214 -0.600E-01       -149.73  0.4067 -0.111E+00       -148.74  0.0663 -0.987E-01
       1406.9900     -270.45  0.1353 -0.188E-01       -240.90  0.1208 -0.373E-01       -150.45  0.4067 -0.109E+00       -148.57  0.0664 -0.101E+00
       1407.9900     -271.82  0.1344 -0.498E-02       -242.06  0.1202 -0.250E-01       -151.38  0.4066 -0.108E+00       -148.40  0.0665 -0.102E+00
       1408.9900     -273.02  0.1337 -0.480E-02       -243.24  0.1196 -0.219E-01       -152.41  0.4065 -0.106E+00       -148.24  0.0667 -0.104E+00
       1409.9900     -271.34  0.1347 -0.106E+00       -243.07  0.1197 -0.988E-01       -153.10  0.4065 -0.106E+00       -148.09  0.0668 -0.106E+00
       1410.9900     -273.29  0.1336 -0.307E-01       -243.98  0.1193 -0.492E-01       -153.51  0.4064 -0.106E+00       -147.96  0.0669 -0.107E+00
       1411.9900     -274.87  0.1328 -0.709E-02       -245.17  0.1187 -0.272E-01       -154.34  0.4064 -0.104E+00       -147.85  0.0670 -0.108E+00
       1412.9900     -275.83  0.1322 -0.135E-01       -246.20  0.1182 -0.290E-01       -155.30  0.4063 -0.103E+00       -147.77  0.0670 -0.109E+00
       1413.9900     -276.25  0.1320 -0.335E-01       -246.96  0.1179 -0.442E-01       -156.21  0.4062 -0.102E+00       -147.71  0.0671 -0.109E+00
