 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:  30. 5.    Time:  12: 0:53
 Units: L = cm   , T = days , M = mmol 



                               Node( 21)                      Node( 51)                      Node(151)                      Node(451)

         time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
        105.9900      -93.80  0.3401  0.506E-01        -63.80  0.3415 -0.600E-01         21.06  0.4100 -0.207E+00       -114.95  0.1000 -0.156E+01
        106.9900      -97.41  0.3350  0.713E-01        -67.40  0.3350 -0.303E-01         17.31  0.4100 -0.209E+00       -123.08  0.0891 -0.701E+00
        107.9900     -100.62  0.3302  0.596E-01        -70.61  0.3289 -0.364E-01         14.15  0.4100 -0.208E+00       -128.63  0.0833 -0.466E+00
        108.9900     -104.99  0.3238  0.147E+00        -74.95  0.3207  0.447E-01          9.90  0.4100 -0.207E+00       -132.97  0.0787 -0.311E+00
        109.9900     -107.94  0.3194  0.623E-01        -77.93  0.3150 -0.140E-01          7.06  0.4100 -0.205E+00       -135.01  0.0765 -0.247E+00
        110.9900     -110.29  0.3158  0.287E-01        -80.28  0.3104 -0.335E-01          4.81  0.4100 -0.204E+00       -135.55  0.0761 -0.235E+00
        111.9900     -112.38  0.3126 -0.195E-01        -82.39  0.3063 -0.607E-01          2.74  0.4100 -0.203E+00       -136.02  0.0757 -0.229E+00
        112.9900     -108.74  0.3182 -0.798E+00        -78.93  0.3130 -0.557E+00          5.98  0.4100 -0.205E+00       -136.47  0.0754 -0.224E+00
        113.9900     -112.53  0.3124  0.138E+00        -82.49  0.3062  0.553E-01          2.58  0.4100 -0.204E+00       -136.89  0.0751 -0.219E+00
        114.9900     -116.11  0.3069  0.144E+00        -86.07  0.2993  0.729E-01         -0.87  0.4100 -0.202E+00       -137.26  0.0748 -0.216E+00
        115.9900     -119.06  0.3023  0.105E+00        -89.03  0.2936  0.365E-01         -3.69  0.4100 -0.200E+00       -137.58  0.0746 -0.213E+00
        116.9900     -121.31  0.2989  0.567E-01        -91.29  0.2893 -0.459E-02         -5.82  0.4100 -0.198E+00       -137.85  0.0744 -0.210E+00
        117.9900     -124.70  0.2937  0.153E+00        -94.65  0.2829  0.981E-01         -9.19  0.4100 -0.199E+00       -138.10  0.0742 -0.208E+00
        118.9900     -127.92  0.2887  0.150E+00        -97.86  0.2770  0.948E-01        -12.32  0.4100 -0.198E+00       -138.31  0.0740 -0.206E+00
        119.9900     -131.07  0.2839  0.156E+00       -101.00  0.2713  0.111E+00        -15.39  0.4100 -0.196E+00       -138.51  0.0739 -0.204E+00
        120.9900     -133.91  0.2795  0.137E+00       -103.84  0.2661  0.980E-01        -18.11  0.4100 -0.195E+00       -138.70  0.0737 -0.202E+00
        121.9900     -136.16  0.2761  0.944E-01       -106.11  0.2620  0.593E-01        -20.20  0.4100 -0.192E+00       -138.89  0.0736 -0.200E+00
        122.9900     -138.76  0.2723  0.124E+00       -108.69  0.2575  0.926E-01        -22.76  0.4100 -0.192E+00       -139.06  0.0735 -0.198E+00
        123.9900     -140.94  0.2690  0.914E-01       -110.88  0.2538  0.576E-01        -24.80  0.4100 -0.189E+00       -139.23  0.0733 -0.196E+00
        124.9900     -143.24  0.2657  0.104E+00       -113.17  0.2500  0.729E-01        -27.02  0.4100 -0.188E+00       -139.40  0.0732 -0.195E+00
        125.9900     -145.52  0.2623  0.927E-01       -115.45  0.2461  0.750E-01        -29.25  0.4100 -0.188E+00       -139.55  0.0731 -0.193E+00
        126.9900     -147.58  0.2592  0.823E-01       -117.52  0.2426  0.622E-01        -31.18  0.4100 -0.186E+00       -139.70  0.0730 -0.191E+00
        127.9900     -147.67  0.2591 -0.230E+00       -117.84  0.2421 -0.188E+00        -31.51  0.4100 -0.185E+00       -139.84  0.0729 -0.190E+00
        128.9900     -148.06  0.2585 -0.157E+00       -118.18  0.2415 -0.153E+00        -31.68  0.4100 -0.183E+00       -139.98  0.0728 -0.189E+00
        129.9900     -146.73  0.2605 -0.456E+00       -117.06  0.2434 -0.381E+00        -30.72  0.4100 -0.185E+00       -140.11  0.0727 -0.187E+00
        130.9900     -147.56  0.2593 -0.135E+00       -117.66  0.2424 -0.122E+00        -31.28  0.4100 -0.185E+00       -140.23  0.0726 -0.186E+00
        131.9900     -148.78  0.2574 -0.276E-01       -118.81  0.2405 -0.436E-01        -32.31  0.4100 -0.183E+00       -140.34  0.0725 -0.185E+00
        132.9900     -149.28  0.2567 -0.131E+00       -119.39  0.2395 -0.124E+00        -32.87  0.4100 -0.183E+00       -140.43  0.0724 -0.184E+00
        133.9900     -151.42  0.2535  0.923E-01       -121.35  0.2363  0.684E-01        -34.82  0.4100 -0.183E+00       -140.50  0.0724 -0.184E+00
        134.9900     -153.82  0.2502  0.123E+00       -123.70  0.2328  0.107E+00        -37.14  0.4100 -0.183E+00       -140.56  0.0723 -0.183E+00
        135.9900     -157.01  0.2459  0.202E+00       -126.80  0.2281  0.197E+00        -40.25  0.4100 -0.183E+00       -140.62  0.0723 -0.183E+00
        136.9900     -157.54  0.2451 -0.159E+00       -127.69  0.2268 -0.118E+00        -41.07  0.4100 -0.181E+00       -140.67  0.0723 -0.182E+00
        137.9900     -157.89  0.2447 -0.206E+00       -128.09  0.2262 -0.167E+00        -41.40  0.4100 -0.180E+00       -140.73  0.0722 -0.181E+00
        138.9900     -160.63  0.2409  0.140E+00       -130.48  0.2226  0.130E+00        -43.66  0.4100 -0.179E+00       -140.80  0.0722 -0.181E+00
        139.9900     -163.82  0.2366  0.201E+00       -133.57  0.2179  0.200E+00        -46.70  0.4100 -0.179E+00       -140.88  0.0721 -0.180E+00
        140.9900     -167.25  0.2319  0.226E+00       -136.93  0.2132  0.230E+00        -49.95  0.4099 -0.177E+00       -140.96  0.0721 -0.179E+00
        141.9900     -171.60  0.2261  0.304E+00       -141.12  0.2077  0.323E+00        -54.04  0.4099 -0.176E+00       -141.04  0.0720 -0.178E+00
        142.9900     -176.12  0.2206  0.322E+00       -145.53  0.2019  0.349E+00        -58.24  0.4099 -0.174E+00       -141.13  0.0719 -0.177E+00
        143.9900     -175.20  0.2217 -0.300E+00       -145.65  0.2017 -0.226E+00        -58.46  0.4099 -0.170E+00       -141.23  0.0719 -0.176E+00
        144.9900     -178.76  0.2174  0.171E+00       -148.43  0.1981  0.175E+00        -60.84  0.4099 -0.169E+00       -141.34  0.0718 -0.175E+00
        145.9900     -182.41  0.2130  0.227E+00       -151.92  0.1935  0.246E+00        -64.21  0.4098 -0.168E+00       -141.46  0.0717 -0.173E+00
        146.9900     -184.43  0.2106  0.110E+00       -154.19  0.1910  0.111E+00        -66.28  0.4098 -0.164E+00       -141.59  0.0716 -0.172E+00
        147.9900     -186.24  0.2084  0.795E-01       -156.07  0.1889  0.714E-01        -68.02  0.4098 -0.162E+00       -141.73  0.0715 -0.170E+00
        148.9900     -188.01  0.2063  0.712E-01       -157.85  0.1869  0.610E-01        -69.71  0.4098 -0.160E+00       -141.86  0.0714 -0.169E+00
        149.9900     -190.92  0.2027  0.164E+00       -160.49  0.1840  0.171E+00        -72.27  0.4098 -0.160E+00       -141.99  0.0713 -0.167E+00
        150.9900     -193.91  0.1995  0.168E+00       -163.42  0.1807  0.176E+00        -75.06  0.4097 -0.159E+00       -142.12  0.0712 -0.166E+00
        151.9900     -197.03  0.1963  0.175E+00       -166.48  0.1774  0.186E+00        -77.96  0.4097 -0.157E+00       -142.24  0.0711 -0.165E+00
        152.9900     -198.27  0.1950  0.253E-01       -168.18  0.1755  0.344E-01        -79.69  0.4097 -0.154E+00       -142.36  0.0710 -0.164E+00
        153.9900     -199.50  0.1937  0.188E-01       -169.46  0.1741  0.586E-02        -80.86  0.4096 -0.152E+00       -142.48  0.0709 -0.162E+00
        154.9900     -202.03  0.1911  0.105E+00       -171.67  0.1718  0.105E+00        -82.92  0.4096 -0.152E+00       -142.60  0.0708 -0.161E+00
        155.9900     -199.41  0.1938 -0.447E+00       -170.70  0.1727 -0.347E+00        -82.94  0.4096 -0.155E+00       -142.72  0.0707 -0.160E+00
        156.9900     -204.59  0.1885  0.175E+00       -173.93  0.1697  0.188E+00        -85.11  0.4096 -0.153E+00       -142.84  0.0707 -0.159E+00
        157.9900     -209.58  0.1834  0.269E+00       -178.42  0.1656  0.300E+00        -89.20  0.4095 -0.151E+00       -142.96  0.0706 -0.157E+00
        158.9900     -206.34  0.1867 -0.465E+00       -177.86  0.1661 -0.322E+00        -90.09  0.4095 -0.153E+00       -143.07  0.0705 -0.156E+00
        159.9900     -213.30  0.1795  0.242E+00       -182.17  0.1622  0.266E+00        -92.83  0.4094 -0.148E+00       -143.18  0.0704 -0.155E+00
        160.9900     -218.26  0.1749  0.264E+00       -186.85  0.1579  0.295E+00        -97.07  0.4093 -0.144E+00       -143.29  0.0703 -0.154E+00
        161.9900     -221.61  0.1721  0.178E+00       -190.55  0.1545  0.205E+00       -100.68  0.4092 -0.140E+00       -143.40  0.0702 -0.153E+00
        162.9900     -226.07  0.1683  0.210E+00       -194.72  0.1512  0.235E+00       -104.47  0.4091 -0.137E+00       -143.52  0.0702 -0.151E+00
        163.9900     -216.46  0.1764 -0.805E+00       -190.21  0.1548 -0.662E+00       -103.13  0.4091 -0.144E+00       -143.64  0.0701 -0.150E+00
        164.9900     -223.51  0.1704  0.946E-01       -192.97  0.1525  0.914E-01       -103.45  0.4091 -0.140E+00       -143.76  0.0700 -0.149E+00
        165.9900     -228.95  0.1658  0.217E+00       -197.46  0.1492  0.242E+00       -107.13  0.4090 -0.137E+00       -143.89  0.0699 -0.147E+00
        166.9900     -231.96  0.1633  0.151E+00       -200.86  0.1466  0.165E+00       -110.44  0.4089 -0.133E+00       -144.03  0.0698 -0.146E+00
        167.9900     -236.29  0.1596  0.178E+00       -204.86  0.1437  0.195E+00       -114.07  0.4088 -0.130E+00       -144.16  0.0697 -0.145E+00
        168.9900     -241.62  0.1550  0.217E+00       -209.65  0.1401  0.240E+00       -118.32  0.4086 -0.126E+00       -144.28  0.0696 -0.143E+00
        169.9900     -240.16  0.1563 -0.749E-01       -210.63  0.1394 -0.385E-01       -120.53  0.4085 -0.124E+00       -144.41  0.0695 -0.142E+00
        170.9900     -233.38  0.1621 -0.589E+00       -207.38  0.1418 -0.466E+00       -119.86  0.4085 -0.132E+00       -144.53  0.0694 -0.141E+00
        171.9900     -233.19  0.1622 -0.393E+00       -205.89  0.1429 -0.332E+00       -117.89  0.4086 -0.135E+00       -144.65  0.0693 -0.140E+00
        172.9900     -238.97  0.1573  0.396E-01       -208.61  0.1409  0.475E-01       -118.65  0.4086 -0.131E+00       -144.77  0.0692 -0.138E+00
        173.9900     -243.88  0.1534  0.151E+00       -212.45  0.1381  0.161E+00       -121.50  0.4085 -0.126E+00       -144.90  0.0691 -0.137E+00
        174.9900     -248.26  0.1505  0.155E+00       -216.58  0.1352  0.177E+00       -125.14  0.4083 -0.122E+00       -145.03  0.0690 -0.136E+00
        175.9900     -251.21  0.1485  0.107E+00       -219.94  0.1332  0.126E+00       -128.51  0.4081 -0.118E+00       -145.15  0.0690 -0.134E+00
        176.9900     -256.17  0.1451  0.155E+00       -224.22  0.1307  0.170E+00       -132.20  0.4079 -0.115E+00       -145.26  0.0689 -0.133E+00
        177.9900     -261.47  0.1415  0.175E+00       -229.01  0.1278  0.193E+00       -136.34  0.4077 -0.111E+00       -145.37  0.0688 -0.132E+00
        178.9900     -263.09  0.1403  0.629E-01       -232.00  0.1261  0.916E-01       -139.82  0.4074 -0.107E+00       -145.46  0.0687 -0.131E+00
        179.9900     -266.58  0.1380  0.887E-01       -235.18  0.1242  0.963E-01       -142.82  0.4072 -0.105E+00       -145.56  0.0686 -0.130E+00
        180.9900     -271.13  0.1349  0.121E+00       -239.11  0.1219  0.127E+00       -146.18  0.4070 -0.102E+00       -145.66  0.0686 -0.129E+00
        181.9900     -276.67  0.1318  0.146E+00       -243.87  0.1193  0.160E+00       -150.18  0.4067 -0.983E-01       -145.77  0.0685 -0.128E+00
        182.9900     -282.46  0.1287  0.156E+00       -249.06  0.1169  0.175E+00       -154.56  0.4063 -0.934E-01       -145.88  0.0684 -0.127E+00
        183.9900     -290.19  0.1246  0.191E+00       -255.43  0.1140  0.213E+00       -159.60  0.4059 -0.871E-01       -146.01  0.0683 -0.125E+00
        184.9900     -302.67  0.1179  0.265E+00       -264.61  0.1097  0.293E+00       -166.11  0.4053 -0.785E-01       -146.14  0.0682 -0.124E+00
        185.9900     -313.00  0.1133  0.253E+00       -273.53  0.1058  0.290E+00       -173.25  0.4045 -0.690E-01       -146.28  0.0681 -0.122E+00
        186.9900     -259.05  0.1431 -0.158E+01       -250.48  0.1163 -0.113E+01       -174.94  0.4043 -0.912E-01       -146.43  0.0680 -0.121E+00
        187.9900     -280.74  0.1296 -0.216E+00       -255.18  0.1141 -0.199E+00       -168.10  0.4051 -0.111E+00       -146.59  0.0679 -0.119E+00
        188.9900     -263.03  0.1404 -0.946E+00       -246.13  0.1183 -0.705E+00       -165.09  0.4053 -0.117E+00       -146.76  0.0678 -0.117E+00
        189.9900     -292.35  0.1234  0.218E+00       -257.43  0.1130  0.190E+00       -164.17  0.4054 -0.110E+00       -146.95  0.0676 -0.115E+00
        190.9900     -307.62  0.1155  0.284E+00       -268.28  0.1080  0.311E+00       -170.16  0.4049 -0.898E-01       -147.14  0.0675 -0.113E+00
        191.9900     -316.08  0.1121  0.234E+00       -276.71  0.1046  0.271E+00       -176.94  0.4040 -0.741E-01       -147.33  0.0673 -0.111E+00
        192.9900     -316.32  0.1120  0.122E+00       -280.91  0.1031  0.154E+00       -182.77  0.4033 -0.659E-01       -147.53  0.0672 -0.109E+00
        193.9900     -307.71  0.1155 -0.131E+00       -280.58  0.1032 -0.339E-01       -186.89  0.4028 -0.663E-01       -147.71  0.0671 -0.107E+00
        194.9900     -320.00  0.1105  0.982E-01       -286.06  0.1012  0.901E-01       -189.84  0.4024 -0.667E-01       -147.87  0.0669 -0.106E+00
        195.9900     -332.91  0.1052  0.164E+00       -294.50  0.0982  0.171E+00       -194.39  0.4018 -0.590E-01       -148.02  0.0668 -0.104E+00
        196.9900     -346.75  0.0998  0.194E+00       -304.16  0.0947  0.213E+00       -200.33  0.4008 -0.478E-01       -148.15  0.0667 -0.103E+00
        197.9900     -358.32  0.0962  0.187E+00       -313.42  0.0921  0.213E+00       -207.00  0.3997 -0.372E-01       -148.27  0.0666 -0.102E+00
        198.9900     -376.69  0.0905  0.213E+00       -325.46  0.0887  0.238E+00       -214.45  0.3984 -0.270E-01       -148.38  0.0666 -0.101E+00
        199.9900     -398.35  0.0848  0.221E+00       -338.86  0.0850  0.251E+00       -222.40  0.3968 -0.144E-01       -148.50  0.0665 -0.993E-01
        200.9900     -416.23  0.0806  0.202E+00       -351.60  0.0820  0.241E+00       -230.67  0.3950 -0.239E-02       -148.63  0.0664 -0.979E-01
        201.9900     -443.30  0.0750  0.204E+00       -366.57  0.0789  0.239E+00       -239.29  0.3931  0.790E-02       -148.77  0.0663 -0.964E-01
        202.9900     -479.52  0.0687  0.193E+00       -384.41  0.0751  0.241E+00       -248.06  0.3908  0.195E-01       -148.91  0.0662 -0.948E-01
        203.9900     -473.91  0.0697  0.842E-01       -395.27  0.0733  0.202E+00       -256.44  0.3885  0.291E-01       -149.07  0.0661 -0.931E-01
        204.9900     -499.60  0.0658  0.131E+00       -408.00  0.0712  0.180E+00       -264.73  0.3862  0.360E-01       -149.24  0.0659 -0.913E-01
        205.9900     -527.69  0.0622  0.123E+00       -420.66  0.0692  0.174E+00       -272.22  0.3840  0.399E-01       -149.42  0.0658 -0.893E-01
        206.9900     -555.34  0.0590  0.114E+00       -433.98  0.0671  0.166E+00       -279.28  0.3816  0.452E-01       -149.61  0.0657 -0.872E-01
        207.9900     -599.00  0.0549  0.954E-01       -452.67  0.0648  0.161E+00       -286.53  0.3790  0.515E-01       -149.82  0.0655 -0.850E-01
        208.9900     -605.06  0.0543  0.761E-01       -461.01  0.0638  0.145E+00       -293.22  0.3767  0.549E-01       -150.03  0.0653 -0.826E-01
        209.9900     -640.83  0.0516  0.631E-01       -480.41  0.0614  0.138E+00       -299.90  0.3743  0.583E-01       -150.26  0.0652 -0.802E-01
        210.9900     -701.05  0.0477  0.560E-01       -499.28  0.0595  0.131E+00       -306.48  0.3719  0.617E-01       -150.49  0.0650 -0.777E-01
        211.9900     -718.55  0.0468  0.539E-01       -506.25  0.0588  0.120E+00       -312.39  0.3694  0.641E-01       -150.73  0.0648 -0.752E-01
        212.9900     -769.77  0.0443  0.447E-01       -522.58  0.0573  0.115E+00       -318.10  0.3669  0.660E-01       -150.97  0.0646 -0.726E-01
        213.9900     -864.96  0.0407  0.323E-01       -545.29  0.0552  0.110E+00       -323.99  0.3644  0.691E-01       -151.21  0.0645 -0.701E-01
        214.9900    -1096.50  0.0354  0.160E-01       -580.40  0.0527  0.103E+00       -330.14  0.3618  0.726E-01       -151.45  0.0643 -0.676E-01
        215.9900    -1171.53  0.0343  0.146E-01       -587.05  0.0523  0.962E-01       -335.57  0.3595  0.735E-01       -151.67  0.0641 -0.654E-01
        216.9900     -338.27  0.1030 -0.189E+01       -539.75  0.0557 -0.808E-01       -339.92  0.3576  0.713E-01       -151.84  0.0640 -0.638E-01
        217.9900     -405.38  0.0832 -0.109E+00       -416.83  0.0698 -0.224E+00       -343.92  0.3558  0.680E-01       -151.96  0.0639 -0.627E-01
        218.9900     -461.17  0.0719  0.187E-01       -437.68  0.0666 -0.417E-01       -345.16  0.3552  0.511E-01       -152.05  0.0639 -0.622E-01
        219.9900     -469.65  0.0704 -0.398E-01       -449.28  0.0652 -0.986E-02       -344.11  0.3557  0.365E-01       -152.16  0.0638 -0.617E-01
        220.9900     -522.62  0.0629  0.443E-01       -469.69  0.0627  0.289E-01       -343.92  0.3558  0.323E-01       -152.29  0.0637 -0.611E-01
        221.9900     -587.86  0.0559  0.556E-01       -494.33  0.0599  0.606E-01       -345.02  0.3553  0.342E-01       -152.44  0.0637 -0.604E-01
        222.9900     -630.72  0.0523  0.531E-01       -509.60  0.0585  0.675E-01       -346.85  0.3544  0.372E-01       -152.62  0.0636 -0.597E-01
        223.9900     -685.99  0.0485  0.447E-01       -529.66  0.0567  0.735E-01       -349.37  0.3531  0.409E-01       -152.83  0.0635 -0.589E-01
        224.9900     -432.42  0.0769 -0.709E+00       -542.88  0.0554  0.549E-01       -352.30  0.3516  0.447E-01       -153.05  0.0634 -0.581E-01
        225.9900     -461.55  0.0718 -0.784E-01       -481.42  0.0613 -0.759E-01       -355.28  0.3502  0.471E-01       -153.29  0.0632 -0.572E-01
        226.9900     -454.97  0.0729 -0.157E+00       -472.23  0.0624 -0.503E-01       -357.59  0.3490  0.447E-01       -153.56  0.0631 -0.562E-01
        227.9900     -445.15  0.0746 -0.155E+00       -460.77  0.0638 -0.667E-01       -358.72  0.3484  0.389E-01       -153.84  0.0630 -0.553E-01
        228.9900     -478.43  0.0689 -0.798E-02       -462.44  0.0636 -0.317E-01       -359.22  0.3482  0.331E-01       -154.13  0.0628 -0.543E-01
        229.9900     -507.16  0.0648  0.746E-02       -473.25  0.0623  0.453E-02       -359.36  0.3481  0.285E-01       -154.44  0.0626 -0.533E-01
        230.9900     -548.46  0.0596  0.391E-01       -490.44  0.0603  0.324E-01       -359.80  0.3479  0.272E-01       -154.77  0.0625 -0.523E-01
        231.9900     -595.86  0.0552  0.455E-01       -508.02  0.0587  0.471E-01       -360.82  0.3474  0.286E-01       -155.10  0.0623 -0.513E-01
        232.9900     -639.84  0.0517  0.448E-01       -523.74  0.0572  0.555E-01       -362.36  0.3466  0.312E-01       -155.45  0.0621 -0.502E-01
        233.9900     -689.01  0.0483  0.399E-01       -541.75  0.0555  0.615E-01       -364.42  0.3456  0.344E-01       -155.80  0.0620 -0.492E-01
        234.9900     -747.98  0.0454  0.328E-01       -562.01  0.0540  0.639E-01       -366.94  0.3443  0.381E-01       -156.16  0.0618 -0.481E-01
        235.9900     -746.81  0.0454  0.325E-01       -563.17  0.0539  0.599E-01       -369.32  0.3431  0.402E-01       -156.53  0.0616 -0.471E-01
        236.9900     -789.37  0.0435  0.232E-01       -581.60  0.0527  0.611E-01       -371.92  0.3418  0.423E-01       -156.90  0.0614 -0.461E-01
        237.9900     -834.75  0.0418  0.217E-01       -594.90  0.0517  0.598E-01       -374.61  0.3405  0.444E-01       -157.28  0.0612 -0.450E-01
        238.9900     -881.16  0.0402  0.203E-01       -605.91  0.0510  0.586E-01       -377.28  0.3392  0.460E-01       -157.66  0.0610 -0.440E-01
        239.9900     -951.78  0.0384  0.169E-01       -621.58  0.0500  0.578E-01       -380.00  0.3378  0.474E-01       -158.05  0.0608 -0.430E-01
        240.9900    -1062.50  0.0360  0.128E-01       -641.03  0.0490  0.564E-01       -382.81  0.3364  0.490E-01       -158.44  0.0606 -0.420E-01
        241.9900    -1159.61  0.0345  0.101E-01       -653.54  0.0483  0.547E-01       -385.56  0.3350  0.502E-01       -158.83  0.0604 -0.410E-01
        242.9900    -1104.53  0.0352  0.125E-01       -645.54  0.0487  0.525E-01       -387.95  0.3337  0.504E-01       -159.22  0.0602 -0.400E-01
        243.9900    -1133.35  0.0348  0.111E-01       -652.18  0.0484  0.513E-01       -390.26  0.3324  0.503E-01       -159.61  0.0600 -0.390E-01
        244.9900    -1186.02  0.0341  0.832E-02       -664.37  0.0477  0.503E-01       -392.57  0.3312  0.506E-01       -160.00  0.0598 -0.381E-01
        245.9900    -1366.59  0.0321  0.563E-02       -685.43  0.0466  0.493E-01       -395.00  0.3298  0.514E-01       -160.39  0.0596 -0.371E-01
        246.9900    -1801.28  0.0294  0.258E-02       -712.39  0.0455  0.473E-01       -397.56  0.3284  0.525E-01       -160.79  0.0594 -0.362E-01
        247.9900    -3630.59  0.0263  0.379E-03       -743.70  0.0443  0.449E-01       -400.27  0.3269  0.538E-01       -161.17  0.0592 -0.353E-01
        248.9900    -7850.03  0.0253  0.172E-05       -767.49  0.0433  0.431E-01       -402.96  0.3254  0.549E-01       -161.56  0.0590 -0.343E-01
        249.9900    -8000.20  0.0253 -0.298E-09       -795.67  0.0424  0.408E-01       -405.66  0.3239  0.558E-01       -161.95  0.0588 -0.335E-01
        250.9900    -7999.41  0.0253 -0.180E-05       -781.20  0.0429  0.411E-01       -408.00  0.3227  0.557E-01       -162.33  0.0586 -0.326E-01
        251.9900     -812.32  0.0426 -0.575E-01       -783.94  0.0428  0.404E-01       -410.17  0.3215  0.552E-01       -162.72  0.0584 -0.317E-01
        252.9900     -766.69  0.0444 -0.516E-01       -761.68  0.0436  0.404E-01       -412.01  0.3205  0.542E-01       -163.10  0.0582 -0.308E-01
        253.9900     -770.82  0.0442 -0.264E-01       -764.74  0.0434  0.374E-01       -413.83  0.3194  0.535E-01       -163.47  0.0580 -0.300E-01
        254.9900     -869.04  0.0406 -0.584E-02       -771.22  0.0432  0.341E-01       -415.70  0.3184  0.532E-01       -163.85  0.0579 -0.292E-01
        255.9900    -1034.40  0.0366  0.643E-03       -787.58  0.0427  0.328E-01       -417.65  0.3173  0.532E-01       -164.22  0.0577 -0.283E-01
        256.9900    -1273.50  0.0330  0.150E-02       -806.21  0.0421  0.323E-01       -419.63  0.3163  0.534E-01       -164.59  0.0575 -0.275E-01
        257.9900    -1837.84  0.0292  0.630E-03       -836.94  0.0412  0.314E-01       -421.69  0.3151  0.536E-01       -164.95  0.0573 -0.267E-01
        258.9900    -3826.96  0.0262  0.474E-04       -865.39  0.0404  0.305E-01       -423.77  0.3140  0.539E-01       -165.32  0.0571 -0.260E-01
        259.9900    -7996.64  0.0253  0.798E-08       -903.45  0.0395  0.288E-01       -425.89  0.3128  0.542E-01       -165.67  0.0569 -0.252E-01
        260.9900    -8000.00  0.0253 -0.590E-09       -946.81  0.0385  0.266E-01       -428.06  0.3116  0.546E-01       -166.03  0.0567 -0.244E-01
        261.9900    -8000.01  0.0253 -0.589E-09       -958.59  0.0382  0.263E-01       -430.08  0.3105  0.546E-01       -166.38  0.0566 -0.237E-01
        262.9900    -8000.00  0.0253 -0.592E-09       -959.31  0.0382  0.264E-01       -431.94  0.3095  0.543E-01       -166.73  0.0564 -0.229E-01
        263.9900    -8000.02  0.0253 -0.591E-09       -934.51  0.0388  0.278E-01       -433.56  0.3086  0.536E-01       -167.07  0.0562 -0.222E-01
        264.9900    -8000.02  0.0253 -0.591E-09       -911.83  0.0393  0.289E-01       -434.99  0.3077  0.526E-01       -167.40  0.0560 -0.215E-01
        265.9900    -8000.02  0.0253 -0.591E-09       -886.88  0.0398  0.299E-01       -436.25  0.3070  0.516E-01       -167.73  0.0559 -0.208E-01
        266.9900    -8000.02  0.0253 -0.591E-09       -893.87  0.0397  0.291E-01       -437.54  0.3063  0.508E-01       -168.05  0.0557 -0.202E-01
        267.9900    -8000.02  0.0253 -0.591E-09       -862.29  0.0404  0.303E-01       -438.62  0.3057  0.499E-01       -168.36  0.0556 -0.195E-01
        268.9900    -8000.02  0.0253 -0.702E-09       -846.83  0.0409  0.306E-01       -439.62  0.3051  0.489E-01       -168.66  0.0554 -0.190E-01
        269.9900    -7997.32  0.0253 -0.709E-06       -861.98  0.0405  0.293E-01       -440.72  0.3045  0.483E-01       -168.94  0.0553 -0.184E-01
        270.9900    -7998.44  0.0253 -0.236E-06       -877.42  0.0401  0.282E-01       -441.90  0.3038  0.480E-01       -169.21  0.0551 -0.179E-01
        271.9900    -7999.94  0.0253 -0.880E-08       -882.66  0.0399  0.277E-01       -443.07  0.3032  0.478E-01       -169.46  0.0550 -0.174E-01
        272.9900    -7999.95  0.0253 -0.235E-08       -866.03  0.0403  0.281E-01       -444.11  0.3026  0.473E-01       -169.68  0.0549 -0.170E-01
        273.9900    -8000.01  0.0253 -0.794E-09       -856.50  0.0406  0.282E-01       -445.08  0.3020  0.466E-01       -169.89  0.0548 -0.166E-01
        274.9900    -8000.02  0.0253 -0.664E-09       -859.51  0.0405  0.278E-01       -446.07  0.3014  0.461E-01       -170.07  0.0547 -0.163E-01
        275.9900    -8000.02  0.0253 -0.664E-09       -861.63  0.0405  0.274E-01       -447.05  0.3009  0.458E-01       -170.24  0.0546 -0.161E-01
        276.9900    -8000.02  0.0253 -0.664E-09       -873.68  0.0401  0.267E-01       -448.09  0.3003  0.455E-01       -170.38  0.0545 -0.158E-01
        277.9900    -8000.02  0.0253 -0.664E-09       -891.63  0.0397  0.258E-01       -449.20  0.2997  0.454E-01       -170.50  0.0545 -0.156E-01
        278.9900    -8000.02  0.0253 -0.664E-09       -899.14  0.0396  0.254E-01       -450.30  0.2990  0.453E-01       -170.61  0.0544 -0.155E-01
        279.9900    -8000.02  0.0253 -0.664E-09       -915.67  0.0392  0.246E-01       -451.44  0.2984  0.453E-01       -170.70  0.0544 -0.153E-01
        280.9900    -8000.02  0.0253 -0.659E-09       -928.21  0.0389  0.240E-01       -452.58  0.2977  0.452E-01       -170.79  0.0543 -0.152E-01
        281.9900    -8000.02  0.0253 -0.662E-09       -939.64  0.0387  0.234E-01       -453.73  0.2971  0.452E-01       -170.87  0.0543 -0.151E-01
        282.9900    -8000.02  0.0253 -0.663E-09       -936.53  0.0387  0.236E-01       -454.80  0.2965  0.450E-01       -170.96  0.0543 -0.150E-01
        283.9900    -8000.02  0.0253 -0.663E-09       -918.09  0.0391  0.243E-01       -455.74  0.2959  0.445E-01       -171.06  0.0542 -0.149E-01
        284.9900    -8000.02  0.0253 -0.659E-09       -905.77  0.0394  0.246E-01       -456.60  0.2955  0.440E-01       -171.16  0.0542 -0.148E-01
        285.9900    -8000.02  0.0253 -0.660E-09       -910.64  0.0393  0.242E-01       -457.49  0.2949  0.436E-01       -171.27  0.0542 -0.146E-01
