Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -6.600000e+002  1.000000e+000  1.000000e+000
  661    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -5.000000e+001    4    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.000000e+000 -5.000000e+001    4    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.000000e+000 -5.000000e+001    4    1  9.760000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.000000e+000 -5.000000e+001    4    1  9.525760e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -4.000000e+000 -5.000000e+001    4    1  9.297140e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -5.000000e+000 -5.000000e+001    4    1  9.074010e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -6.000000e+000 -5.000000e+001    4    1  8.856230e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -7.000000e+000 -5.000000e+001    4    1  8.643680e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -8.000000e+000 -5.000000e+001    4    1  8.436240e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -9.000000e+000 -5.000000e+001    4    1  8.233770e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.000000e+001 -5.000000e+001    4    1  8.036160e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.100000e+001 -5.000000e+001    4    1  7.843290e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.200000e+001 -5.000000e+001    4    1  7.655050e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.300000e+001 -5.000000e+001    4    1  7.471330e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.400000e+001 -5.000000e+001    4    1  7.292020e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.500000e+001 -5.000000e+001    4    1  7.117010e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.600000e+001 -5.000000e+001    4    1  6.946200e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.700000e+001 -5.000000e+001    4    1  6.779490e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.800000e+001 -5.000000e+001    4    1  6.616780e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.900000e+001 -5.000000e+001    4    1  6.457980e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.000000e+001 -5.000000e+001    4    1  6.302990e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.100000e+001 -5.000000e+001    4    1  6.151720e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.200000e+001 -5.000000e+001    4    1  6.004080e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.300000e+001 -5.000000e+001    4    1  5.859980e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.400000e+001 -5.000000e+001    4    1  5.719340e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.500000e+001 -5.000000e+001    4    1  5.582080e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -2.600000e+001 -5.000000e+001    4    1  5.448100e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -2.700000e+001 -5.000000e+001    4    1  5.317350e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -2.800000e+001 -5.000000e+001    4    1  5.189730e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -2.900000e+001 -5.000000e+001    4    1  5.065180e-001  1.000000e+000  1.000000e+000  1.000000e+000              
