 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:  30. 5.    Time:  12: 0:52
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     105.9900  0.67999E-01  0.20629E+00  0.68101E-01  0.18767E+00 -0.34630E+01  0.64617E-01  0.20488E+00  0.64623E-01  0.18543E+00 -0.41246E+02 -0.11382E+03 -0.44430E+02  0.00000E+00  0.00000E+00  0.17998E-05  0.18847E+03  0.57944E-02  0.70417E-01    350  0.00000E+00      0.000
     106.9900  0.82662E-01  0.25044E+00  0.82763E-01  0.23016E+00 -0.15216E+01  0.14713E+00  0.45488E+00  0.14713E+00  0.41409E+00 -0.43592E+02 -0.11744E+03 -0.48814E+02  0.00000E+00  0.00000E+00  0.17998E-05  0.18582E+03  0.84260E-02  0.15556E+00    400  0.00000E+00      0.000
     107.9900  0.72547E-01  0.21998E+00  0.72554E-01  0.20382E+00 -0.85088E+00  0.21978E+00  0.67516E+00  0.21978E+00  0.61740E+00 -0.44669E+02 -0.12065E+03 -0.51581E+02  0.00000E+00  0.00000E+00  0.17998E-05  0.18447E+03  0.11058E-01  0.23083E+00    442  0.00000E+00      0.000
     108.9900  0.12719E+00  0.38449E+00  0.12707E+00  0.35990E+00 -0.67981E+00  0.34642E+00  0.10580E+01  0.34640E+00  0.97408E+00 -0.45419E+02 -0.12504E+03 -0.55018E+02  0.00000E+00  0.00000E+00  0.17998E-05  0.18324E+03  0.13689E-01  0.36009E+00    475  0.00000E+00      0.000
     109.9900  0.61826E-01  0.23829E+00  0.61865E-01  0.22448E+00 -0.46731E+00  0.40890E+00  0.12978E+01  0.40890E+00  0.11993E+01 -0.45987E+02 -0.12797E+03 -0.57223E+02  0.00000E+00  0.00000E+00  0.17998E-05  0.18238E+03  0.41396E-01  0.45029E+00    505  0.00000E+00      0.000
     110.9900  0.30507E-01  0.17642E+00  0.30523E-01  0.16700E+00 -0.36040E+00  0.43972E+00  0.14748E+01  0.43974E+00  0.13665E+01 -0.46421E+02 -0.13030E+03 -0.58972E+02  0.00000E+00  0.00000E+00  0.17998E-05  0.18175E+03  0.82295E-01  0.52204E+00    532  0.00000E+00      0.000
     111.9900 -0.42131E-01  0.21936E+00 -0.42186E-01  0.20855E+00 -0.31941E+00  0.39832E+00  0.16937E+01  0.39835E+00  0.15742E+01 -0.46758E+02 -0.13237E+03 -0.60619E+02  0.00000E+00  0.54684E-04  0.14431E-03  0.18125E+03  0.21752E+00  0.61586E+00    559  0.00000E+00      0.000
     112.9900 -0.96887E+00  0.15088E+00 -0.96886E+00  0.14247E+00 -0.23900E+00 -0.56128E+00  0.18453E+01 -0.56120E+00  0.17178E+01 -0.47026E+02 -0.12834E+03 -0.58456E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.18179E+03  0.12600E+01  0.69876E+00    593  0.00000E+00      0.000
     113.9900  0.11565E+00  0.34977E+00  0.11550E+00  0.33264E+00 -0.26796E+00 -0.45648E+00  0.21931E+01 -0.45641E+00  0.20474E+01 -0.47268E+02 -0.13259E+03 -0.60891E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.18111E+03  0.12731E+01  0.81668E+00    632  0.00000E+00      0.000
     114.9900  0.11536E+00  0.34888E+00  0.11545E+00  0.33412E+00 -0.22608E+00 -0.34112E+00  0.25420E+01 -0.34107E+00  0.23805E+01 -0.47501E+02 -0.13618E+03 -0.63470E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.18043E+03  0.12757E+01  0.93464E+00    662  0.00000E+00      0.000
     115.9900  0.89069E-01  0.26817E+00  0.89088E-01  0.25826E+00 -0.25927E+00 -0.25178E+00  0.28109E+01 -0.25168E+00  0.26388E+01 -0.47733E+02 -0.13912E+03 -0.65576E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17984E+03  0.12757E+01  0.10241E+01    674  0.00000E+00      0.000
     116.9900  0.58548E-01  0.17783E+00  0.58542E-01  0.17196E+00 -0.24747E+00 -0.19293E+00  0.29897E+01 -0.19285E+00  0.28113E+01 -0.47954E+02 -0.14134E+03 -0.67149E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17938E+03  0.12783E+01  0.10855E+01    706  0.00000E+00      0.000
     117.9900  0.11854E+00  0.35847E+00  0.11844E+00  0.34889E+00 -0.20225E+00 -0.74986E-01  0.33463E+01 -0.74886E-01  0.31575E+01 -0.48169E+02 -0.14480E+03 -0.69782E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17870E+03  0.12810E+01  0.12061E+01    733  0.00000E+00      0.000
     118.9900  0.11453E+00  0.34639E+00  0.11443E+00  0.33917E+00 -0.27108E+00  0.39585E-01  0.36928E+01  0.39695E-01  0.34958E+01 -0.48394E+02 -0.14802E+03 -0.72151E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17803E+03  0.12836E+01  0.13233E+01    761  0.00000E+00      0.000
     119.9900  0.11501E+00  0.34784E+00  0.11497E+00  0.34265E+00 -0.23098E+00  0.15459E+00  0.40407E+01  0.15471E+00  0.38375E+01 -0.48610E+02 -0.15118E+03 -0.74474E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17736E+03  0.12862E+01  0.14410E+01    793  0.00000E+00      0.000
     120.9900  0.10170E+00  0.30777E+00  0.10157E+00  0.30469E+00 -0.19334E+00  0.25643E+00  0.43488E+01  0.25656E+00  0.41419E+01 -0.48813E+02 -0.15401E+03 -0.76515E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17674E+03  0.12889E+01  0.15454E+01    822  0.00000E+00      0.000
     121.9900  0.72820E-01  0.22081E+00  0.72868E-01  0.21931E+00 -0.21183E+00  0.32954E+00  0.45705E+01  0.32966E+00  0.43617E+01 -0.49023E+02 -0.15623E+03 -0.78077E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17624E+03  0.12915E+01  0.16212E+01    854  0.00000E+00      0.000
     122.9900  0.91625E-01  0.27742E+00  0.91611E-01  0.27638E+00 -0.17084E+00  0.42098E+00  0.48474E+01  0.42111E+00  0.46371E+01 -0.49217E+02 -0.15887E+03 -0.80018E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17566E+03  0.12941E+01  0.17152E+01    886  0.00000E+00      0.000
     123.9900  0.71493E-01  0.21681E+00  0.71543E-01  0.21640E+00 -0.22965E+00  0.49267E+00  0.50648E+01  0.49280E+00  0.48539E+01 -0.49419E+02 -0.16102E+03 -0.81555E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17517E+03  0.12968E+01  0.17896E+01    917  0.00000E+00      0.000
     124.9900  0.78188E-01  0.23697E+00  0.78095E-01  0.23682E+00 -0.19980E+00  0.57079E+00  0.53016E+01  0.57093E+00  0.50904E+01 -0.49618E+02 -0.16334E+03 -0.83238E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17465E+03  0.12994E+01  0.18703E+01    946  0.00000E+00      0.000
     125.9900  0.53865E-01  0.26471E+00  0.53788E-01  0.26470E+00 -0.24212E+00  0.62490E+00  0.55660E+01  0.62502E+00  0.53548E+01 -0.49827E+02 -0.16561E+03 -0.84947E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17412E+03  0.13469E+01  0.19720E+01    973  0.00000E+00      0.000
     126.9900  0.52323E-01  0.22525E+00  0.52413E-01  0.22525E+00 -0.18109E+00  0.67724E+00  0.57916E+01  0.67738E+00  0.55805E+01 -0.50033E+02 -0.16767E+03 -0.86418E+02  0.00000E+00  0.00000E+00  0.26942E-03  0.17365E+03  0.13814E+01  0.20588E+01    999  0.00000E+00      0.000
     127.9900 -0.28401E+00  0.16468E+00 -0.28397E+00  0.16468E+00 -0.18354E+00  0.39659E+00  0.59569E+01  0.39674E+00  0.57457E+01 -0.50223E+02 -0.16737E+03 -0.86742E+02  0.00000E+00  0.39667E-04  0.32023E-03  0.17357E+03  0.17445E+01  0.21413E+01   1030  0.00000E+00      0.000
     128.9900 -0.17175E+00  0.61184E-01 -0.17179E+00  0.61184E-01 -0.21294E+00  0.22372E+00  0.60191E+01  0.22396E+00  0.58080E+01 -0.50419E+02 -0.16786E+03 -0.86869E+02  0.00000E+00  0.48727E-04  0.44252E-03  0.17347E+03  0.19624E+01  0.21864E+01   1046  0.00000E+00      0.000
     129.9900 -0.51506E+00  0.72666E-01 -0.51506E+00  0.72666E-01 -0.19780E+00 -0.28791E+00  0.60917E+01 -0.28767E+00  0.58805E+01 -0.50604E+02 -0.16618E+03 -0.86218E+02  0.00000E+00  0.00000E+00  0.49342E-03  0.17372E+03  0.25282E+01  0.22406E+01   1076  0.00000E+00      0.000
     130.9900 -0.16717E+00  0.12860E+00 -0.16718E+00  0.12860E+00 -0.18198E+00 -0.45856E+00  0.62197E+01 -0.45833E+00  0.60085E+01 -0.50788E+02 -0.16738E+03 -0.86608E+02  0.00000E+00  0.00000E+00  0.52802E-03  0.17357E+03  0.27664E+01  0.23081E+01   1109  0.00000E+00      0.000
     131.9900 -0.38419E-01  0.11176E+00 -0.38430E-01  0.11176E+00 -0.15057E+00 -0.49827E+00  0.63316E+01 -0.49801E+00  0.61205E+01 -0.50984E+02 -0.16874E+03 -0.87334E+02  0.00000E+00  0.10461E-04  0.58904E-03  0.17330E+03  0.28619E+01  0.23639E+01   1123  0.00000E+00      0.000
     132.9900 -0.15168E+00  0.95004E-01 -0.15170E+00  0.95004E-01 -0.20336E+00 -0.64881E+00  0.64268E+01 -0.64855E+00  0.62156E+01 -0.51177E+02 -0.16911E+03 -0.87756E+02  0.00000E+00  0.22233E-04  0.62975E-03  0.17316E+03  0.30681E+01  0.24196E+01   1153  0.00000E+00      0.000
     133.9900  0.68443E-01  0.20607E+00  0.68474E-01  0.20607E+00 -0.22185E+00 -0.58257E+00  0.66318E+01 -0.58242E+00  0.64206E+01 -0.51375E+02 -0.17153E+03 -0.89205E+02  0.00000E+00  0.00000E+00  0.62988E-03  0.17271E+03  0.30702E+01  0.24878E+01   1170  0.00000E+00      0.000
     134.9900  0.86433E-01  0.26179E+00  0.86348E-01  0.26179E+00 -0.21472E+00 -0.49632E+00  0.68930E+01 -0.49619E+00  0.66818E+01 -0.51560E+02 -0.17397E+03 -0.90950E+02  0.00000E+00  0.00000E+00  0.62988E-03  0.17217E+03  0.30728E+01  0.25766E+01   1199  0.00000E+00      0.000
     135.9900  0.13227E+00  0.39823E+00  0.13233E+00  0.39823E+00 -0.18421E+00 -0.36451E+00  0.72899E+01 -0.36450E+00  0.70787E+01 -0.51744E+02 -0.17727E+03 -0.93313E+02  0.00000E+00  0.00000E+00  0.62988E-03  0.17147E+03  0.30728E+01  0.27083E+01   1215  0.00000E+00      0.000
     136.9900 -0.23010E+00  0.24249E+00 -0.23011E+00  0.24249E+00 -0.18020E+00 -0.59098E+00  0.75339E+01 -0.59097E+00  0.73228E+01 -0.51937E+02 -0.17725E+03 -0.94009E+02  0.00000E+00  0.15900E-04  0.66265E-03  0.17127E+03  0.34074E+01  0.28164E+01   1251  0.00000E+00      0.000
     137.9900 -0.26217E+00  0.17401E+00 -0.26213E+00  0.17401E+00 -0.16149E+00 -0.85284E+00  0.77086E+01 -0.85283E+00  0.74975E+01 -0.52119E+02 -0.17754E+03 -0.94303E+02  0.00000E+00  0.45568E-04  0.70313E-03  0.17117E+03  0.37547E+01  0.29019E+01   1285  0.00000E+00      0.000
     138.9900  0.94528E-01  0.28461E+00  0.94559E-01  0.28461E+00 -0.17263E+00 -0.76188E+00  0.79921E+01 -0.76196E+00  0.77810E+01 -0.52299E+02 -0.18083E+03 -0.95968E+02  0.00000E+00  0.00000E+00  0.70364E-03  0.17062E+03  0.37582E+01  0.29962E+01   1304  0.00000E+00      0.000
     139.9900  0.12943E+00  0.39125E+00  0.12943E+00  0.39125E+00 -0.16238E+00 -0.63279E+00  0.83823E+01 -0.63287E+00  0.81711E+01 -0.52477E+02 -0.18412E+03 -0.98246E+02  0.00000E+00  0.00000E+00  0.70364E-03  0.16991E+03  0.37608E+01  0.31279E+01   1335  0.00000E+00      0.000
     140.9900  0.14365E+00  0.43406E+00  0.14363E+00  0.43406E+00 -0.17040E+00 -0.48929E+00  0.88159E+01 -0.48935E+00  0.86048E+01 -0.52661E+02 -0.18761E+03 -0.10070E+03  0.00000E+00  0.00000E+00  0.70364E-03  0.16915E+03  0.37634E+01  0.32740E+01   1365  0.00000E+00      0.000
     141.9900  0.18867E+00  0.56962E+00  0.18872E+00  0.56962E+00 -0.17285E+00 -0.30106E+00  0.93842E+01 -0.30113E+00  0.91730E+01 -0.52840E+02 -0.19215E+03 -0.10380E+03  0.00000E+00  0.00000E+00  0.70364E-03  0.16822E+03  0.37660E+01  0.34649E+01   1397  0.00000E+00      0.000
     142.9900  0.19831E+00  0.59863E+00  0.19827E+00  0.59863E+00 -0.17396E+00 -0.10285E+00  0.99826E+01 -0.10292E+00  0.97714E+01 -0.53029E+02 -0.19676E+03 -0.10699E+03  0.00000E+00  0.00000E+00  0.70364E-03  0.16724E+03  0.37686E+01  0.36657E+01   1425  0.00000E+00      0.000
     143.9900 -0.39125E+00  0.24243E+00 -0.39128E+00  0.24243E+00 -0.16817E+00 -0.48820E+00  0.10229E+02 -0.48827E+00  0.10017E+02 -0.53203E+02 -0.19440E+03 -0.10722E+03  0.00000E+00  0.34183E-04  0.73390E-03  0.16720E+03  0.42649E+01  0.37766E+01   1461  0.00000E+00      0.000
     144.9900  0.10927E+00  0.33054E+00  0.10931E+00  0.33054E+00 -0.20425E+00 -0.38394E+00  0.10558E+02 -0.38401E+00  0.10347E+02 -0.53396E+02 -0.19913E+03 -0.10907E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16659E+03  0.42725E+01  0.38885E+01   1490  0.00000E+00      0.000
     145.9900  0.13782E+00  0.44059E+00  0.13785E+00  0.44059E+00 -0.16951E+00 -0.24641E+00  0.10998E+02 -0.24647E+00  0.10787E+02 -0.53571E+02 -0.20294E+03 -0.11156E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16583E+03  0.42888E+01  0.40423E+01   1522  0.00000E+00      0.000
     146.9900  0.64771E-01  0.24716E+00  0.64768E-01  0.24716E+00 -0.17263E+00 -0.18091E+00  0.11247E+02 -0.18098E+00  0.11036E+02 -0.53748E+02 -0.20470E+03 -0.11310E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16534E+03  0.43166E+01  0.41356E+01   1555  0.00000E+00      0.000
     147.9900  0.55331E-01  0.16659E+00  0.55308E-01  0.16659E+00 -0.19490E+00 -0.12548E+00  0.11414E+02 -0.12548E+00  0.11203E+02 -0.53934E+02 -0.20646E+03 -0.11441E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16493E+03  0.43169E+01  0.41914E+01   1567  0.00000E+00      0.000
     148.9900  0.50626E-01  0.15243E+00  0.50602E-01  0.15243E+00 -0.14456E+00 -0.74807E-01  0.11567E+02 -0.74785E-01  0.11356E+02 -0.54110E+02 -0.20821E+03 -0.11569E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16455E+03  0.43169E+01  0.42421E+01   1573  0.00000E+00      0.000
     149.9900  0.10418E+00  0.31367E+00  0.10416E+00  0.31367E+00 -0.19713E+00  0.28837E-01  0.11879E+02  0.28387E-01  0.11668E+02 -0.54270E+02 -0.21140E+03 -0.11762E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16400E+03  0.43169E+01  0.43453E+01   1581  0.00000E+00      0.000
     150.9900  0.10626E+00  0.32148E+00  0.10625E+00  0.32148E+00 -0.18911E+00  0.13507E+00  0.12200E+02  0.13463E+00  0.11989E+02 -0.54437E+02 -0.21442E+03 -0.11973E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16340E+03  0.43195E+01  0.44541E+01   1608  0.00000E+00      0.000
     151.9900  0.11016E+00  0.33322E+00  0.11018E+00  0.33322E+00 -0.19267E+00  0.24519E+00  0.12533E+02  0.24475E+00  0.12322E+02 -0.54618E+02 -0.21761E+03 -0.12192E+03  0.00000E+00  0.00000E+00  0.73411E-03  0.16279E+03  0.43221E+01  0.45669E+01   1640  0.00000E+00      0.000
     152.9900 -0.12654E-01  0.18933E+00 -0.12627E-01  0.18933E+00 -0.18176E+00  0.23377E+00  0.12724E+02  0.23333E+00  0.12513E+02 -0.54795E+02 -0.21831E+03 -0.12322E+03  0.00000E+00  0.27052E-04  0.75192E-03  0.16244E+03  0.44153E+01  0.46486E+01   1668  0.00000E+00      0.000
     153.9900  0.14074E-01  0.80415E-01  0.14087E-01  0.80415E-01 -0.15169E+00  0.24757E+00  0.12806E+02  0.24715E+00  0.12594E+02 -0.54954E+02 -0.21958E+03 -0.12416E+03  0.00000E+00  0.00000E+00  0.75192E-03  0.16217E+03  0.44380E+01  0.46851E+01   1693  0.00000E+00      0.000
     154.9900  0.70138E-01  0.21118E+00  0.70112E-01  0.21118E+00 -0.15080E+00  0.31715E+00  0.13015E+02  0.31646E+00  0.12804E+02 -0.55119E+02 -0.22244E+03 -0.12573E+03  0.00000E+00  0.00000E+00  0.75192E-03  0.16174E+03  0.44382E+01  0.47547E+01   1701  0.00000E+00      0.000
     155.9900 -0.55192E+00  0.22451E+00 -0.55190E+00  0.22451E+00 -0.19512E+00 -0.22855E+00  0.13240E+02 -0.22924E+00  0.13029E+02 -0.55282E+02 -0.21735E+03 -0.12567E+03  0.00000E+00  0.15259E-04  0.76450E-03  0.16190E+03  0.50889E+01  0.48597E+01   1733  0.00000E+00      0.000
     156.9900  0.11033E+00  0.33375E+00  0.11032E+00  0.33375E+00 -0.19668E+00 -0.12484E+00  0.13572E+02 -0.12553E+00  0.13361E+02 -0.55451E+02 -0.22530E+03 -0.12764E+03  0.00000E+00  0.00000E+00  0.76465E-03  0.16130E+03  0.50981E+01  0.49726E+01   1765  0.00000E+00      0.000
     157.9900  0.16377E+00  0.49465E+00  0.16378E+00  0.49465E+00 -0.17619E+00  0.38404E-01  0.14066E+02  0.37710E-01  0.13854E+02 -0.55614E+02 -0.23078E+03 -0.13062E+03  0.00000E+00  0.00000E+00  0.76465E-03  0.16048E+03  0.51007E+01  0.51384E+01   1792  0.00000E+00      0.000
     158.9900 -0.62943E+00  0.40275E+00 -0.62942E+00  0.40275E+00 -0.16906E+00 -0.58310E+00  0.14469E+02 -0.58380E+00  0.14258E+02 -0.55774E+02 -0.22369E+03 -0.13099E+03  0.00000E+00  0.12159E-04  0.77823E-03  0.16054E+03  0.58876E+01  0.53038E+01   1829  0.00000E+00      0.000
     159.9900  0.14879E+00  0.44953E+00  0.14878E+00  0.44953E+00 -0.16951E+00 -0.44209E+00  0.14918E+02 -0.44279E+00  0.14707E+02 -0.55942E+02 -0.23448E+03 -0.13358E+03  0.00000E+00  0.00000E+00  0.77834E-03  0.15978E+03  0.58982E+01  0.54554E+01   1863  0.00000E+00      0.000
     160.9900  0.16133E+00  0.48728E+00  0.16133E+00  0.48728E+00 -0.17663E+00 -0.28089E+00  0.15405E+02 -0.28159E+00  0.15194E+02 -0.56104E+02 -0.23968E+03 -0.13662E+03  0.00000E+00  0.00000E+00  0.77834E-03  0.15898E+03  0.59008E+01  0.56192E+01   1888  0.00000E+00      0.000
     161.9900  0.97532E-01  0.37822E+00  0.97545E-01  0.37822E+00 -0.15926E+00 -0.18272E+00  0.15784E+02 -0.18341E+00  0.15573E+02 -0.56254E+02 -0.24260E+03 -0.13919E+03  0.00000E+00  0.00000E+00  0.77834E-03  0.15834E+03  0.59414E+01  0.57580E+01   1912  0.00000E+00      0.000
     162.9900  0.13030E+00  0.39386E+00  0.13029E+00  0.39386E+00 -0.15035E+00 -0.52752E-01  0.16178E+02 -0.53445E-01  0.15967E+02 -0.56404E+02 -0.24745E+03 -0.14205E+03  0.00000E+00  0.00000E+00  0.77834E-03  0.15766E+03  0.59445E+01  0.58910E+01   1936  0.00000E+00      0.000
     163.9900 -0.91865E+00  0.12389E+00 -0.91866E+00  0.12389E+00 -0.15614E+00 -0.96091E+00  0.16305E+02 -0.96160E+00  0.16094E+02 -0.56559E+02 -0.23140E+03 -0.14042E+03  0.00000E+00  0.13113E-04  0.78979E-03  0.15828E+03  0.69268E+01  0.59652E+01   1973  0.00000E+00      0.000
     164.9900  0.68266E-01  0.20554E+00  0.68253E-01  0.20554E+00 -0.10669E+00 -0.90251E+00  0.16509E+02 -0.90329E+00  0.16298E+02 -0.56704E+02 -0.24413E+03 -0.14181E+03  0.00000E+00  0.00000E+00  0.78979E-03  0.15787E+03  0.69367E+01  0.60334E+01   1987  0.00000E+00      0.000
     165.9900  0.13519E+00  0.40858E+00  0.13518E+00  0.40857E+00 -0.20871E+00 -0.76800E+00  0.16916E+02 -0.76878E+00  0.16705E+02 -0.56867E+02 -0.25048E+03 -0.14449E+03  0.00000E+00  0.00000E+00  0.78979E-03  0.15718E+03  0.69393E+01  0.61706E+01   2011  0.00000E+00      0.000
     166.9900  0.93916E-01  0.28994E+00  0.93908E-01  0.28994E+00 -0.11026E+00 -0.67367E+00  0.17207E+02 -0.67445E+00  0.16996E+02 -0.57007E+02 -0.25310E+03 -0.14675E+03  0.00000E+00  0.00000E+00  0.78979E-03  0.15664E+03  0.69461E+01  0.62716E+01   2035  0.00000E+00      0.000
     167.9900  0.11117E+00  0.33628E+00  0.11118E+00  0.33628E+00 -0.18733E+00 -0.56267E+00  0.17543E+02 -0.56345E+00  0.17332E+02 -0.57161E+02 -0.25777E+03 -0.14942E+03  0.00000E+00  0.00000E+00  0.78979E-03  0.15604E+03  0.69487E+01  0.63853E+01   2061  0.00000E+00      0.000
     168.9900  0.13364E+00  0.40393E+00  0.13362E+00  0.40393E+00 -0.14411E+00 -0.42925E+00  0.17946E+02 -0.43004E+00  0.17735E+02 -0.57327E+02 -0.26361E+03 -0.15259E+03  0.00000E+00  0.00000E+00  0.78979E-03  0.15535E+03  0.69514E+01  0.65213E+01   2085  0.00000E+00      0.000
     169.9900 -0.13370E+00  0.17573E+00 -0.13372E+00  0.17573E+00 -0.14100E+00 -0.56028E+00  0.18124E+02 -0.56107E+00  0.17913E+02 -0.57474E+02 -0.25908E+03 -0.15381E+03  0.00000E+00  0.16630E-04  0.80320E-03  0.15516E+03  0.71657E+01  0.66047E+01   2111  0.00000E+00      0.000
     170.9900 -0.70481E+00  0.17580E+00 -0.70480E+00  0.17580E+00 -0.14812E+00 -0.12594E+01  0.18300E+02 -0.12602E+01  0.18089E+02 -0.57630E+02 -0.24773E+03 -0.15291E+03  0.00000E+00  0.14722E-04  0.80802E-03  0.15553E+03  0.79548E+01  0.66946E+01   2143  0.00000E+00      0.000
     171.9900 -0.44913E+00  0.97055E-01 -0.44914E+00  0.97055E-01 -0.11204E+00 -0.17111E+01  0.18398E+02 -0.17118E+01  0.18187E+02 -0.57769E+02 -0.24947E+03 -0.15228E+03  0.00000E+00  0.00000E+00  0.90512E-03  0.15573E+03  0.84684E+01  0.67567E+01   2154  0.00000E+00      0.000
     172.9900  0.19315E-02  0.21081E+00  0.19197E-02  0.21081E+00 -0.14812E+00 -0.17136E+01  0.18608E+02 -0.17143E+01  0.18396E+02 -0.57914E+02 -0.25921E+03 -0.15357E+03  0.00000E+00  0.00000E+00  0.90523E-03  0.15538E+03  0.85587E+01  0.68444E+01   2184  0.00000E+00      0.000
     173.9900  0.97686E-01  0.29412E+00  0.97699E-01  0.29412E+00 -0.16661E+00 -0.16169E+01  0.18901E+02 -0.16177E+01  0.18690E+02 -0.58063E+02 -0.26535E+03 -0.15568E+03  0.00000E+00  0.00000E+00  0.90523E-03  0.15486E+03  0.85596E+01  0.69418E+01   2193  0.00000E+00      0.000
     174.9900  0.90415E-01  0.32437E+00  0.90397E-01  0.32437E+00 -0.13877E+00 -0.15264E+01  0.19225E+02 -0.15273E+01  0.19014E+02 -0.58215E+02 -0.26985E+03 -0.15819E+03  0.00000E+00  0.00000E+00  0.90523E-03  0.15430E+03  0.85873E+01  0.70600E+01   2218  0.00000E+00      0.000
     175.9900  0.52886E-01  0.26176E+00  0.52884E-01  0.26176E+00 -0.14100E+00 -0.14732E+01  0.19487E+02 -0.14740E+01  0.19276E+02 -0.58359E+02 -0.27231E+03 -0.16046E+03  0.00000E+00  0.00000E+00  0.90523E-03  0.15384E+03  0.86351E+01  0.71611E+01   2241  0.00000E+00      0.000
     176.9900  0.99091E-01  0.30552E+00  0.99103E-01  0.30552E+00 -0.11338E+00 -0.13745E+01  0.19792E+02 -0.13754E+01  0.19581E+02 -0.58494E+02 -0.27817E+03 -0.16326E+03  0.00000E+00  0.00000E+00  0.90523E-03  0.15330E+03  0.86422E+01  0.72669E+01   2265  0.00000E+00      0.000
     177.9900  0.11091E+00  0.33548E+00  0.11091E+00  0.33548E+00 -0.19089E+00 -0.12638E+01  0.20128E+02 -0.12646E+01  0.19916E+02 -0.58641E+02 -0.28400E+03 -0.16636E+03  0.00000E+00  0.00000E+00  0.90523E-03  0.15271E+03  0.86449E+01  0.73803E+01   2288  0.00000E+00      0.000
     178.9900 -0.75158E-03  0.24810E+00 -0.76380E-03  0.24810E+00 -0.13899E+00 -0.12634E+01  0.20377E+02 -0.12642E+01  0.20165E+02 -0.58785E+02 -0.28368E+03 -0.16856E+03  0.00000E+00  0.12220E-04  0.91085E-03  0.15233E+03  0.87462E+01  0.74820E+01   2312  0.00000E+00      0.000
     179.9900  0.50441E-01  0.20401E+00  0.50427E-01  0.20401E+00 -0.12139E+00 -0.12135E+01  0.20581E+02 -0.12143E+01  0.20370E+02 -0.58913E+02 -0.28793E+03 -0.17088E+03  0.00000E+00  0.00000E+00  0.91085E-03  0.15193E+03  0.87749E+01  0.75606E+01   2335  0.00000E+00      0.000
     180.9900  0.77600E-01  0.23519E+00  0.77602E-01  0.23519E+00 -0.93552E-01 -0.11361E+01  0.20816E+02 -0.11370E+01  0.20605E+02 -0.59038E+02 -0.29321E+03 -0.17355E+03  0.00000E+00  0.00000E+00  0.91085E-03  0.15149E+03  0.87778E+01  0.76409E+01   2358  0.00000E+00      0.000
     181.9900  0.93125E-01  0.28756E+00  0.93128E-01  0.28756E+00 -0.14901E+00 -0.10432E+01  0.21103E+02 -0.10440E+01  0.20892E+02 -0.59175E+02 -0.29946E+03 -0.17667E+03  0.00000E+00  0.00000E+00  0.91085E-03  0.15097E+03  0.87846E+01  0.77406E+01   2381  0.00000E+00      0.000
     182.9900  0.98692E-01  0.31238E+00  0.98683E-01  0.31238E+00 -0.10781E+00 -0.94453E+00  0.21415E+02 -0.94535E+00  0.21204E+02 -0.59295E+02 -0.30582E+03 -0.18008E+03  0.00000E+00  0.00000E+00  0.91085E-03  0.15043E+03  0.87958E+01  0.78504E+01   2404  0.00000E+00      0.000
     183.9900  0.12426E+00  0.37568E+00  0.12426E+00  0.37568E+00 -0.16193E+00 -0.82052E+00  0.21790E+02 -0.82135E+00  0.21579E+02 -0.59430E+02 -0.31522E+03 -0.18410E+03  0.00000E+00  0.00000E+00  0.91085E-03  0.14980E+03  0.87985E+01  0.79772E+01   2427  0.00000E+00      0.000
     184.9900  0.17430E+00  0.52635E+00  0.17431E+00  0.52587E+00 -0.13921E+00 -0.64672E+00  0.22315E+02 -0.64755E+00  0.22103E+02 -0.59571E+02 -0.33171E+03 -0.18954E+03  0.00000E+00  0.00000E+00  0.91085E-03  0.14897E+03  0.88011E+01  0.81536E+01   2450  0.00000E+00      0.000
